NCT_ID,Sponsor,Study_Name,Start_Date,End_Date,Current_Status,Facility,Lat,Lon,City,State,Zip,Country,Hover_City,Facility_dedupe,Dedupe_City
NCT05945576,"Institut National de la Santé Et de la Recherche Médicale, France",National Cohort on Imprinting Disorders and Their Metabolic Consequences,2023-06-26,2032-03-10,RECRUITING,CHU d'Angers,47.46667,-0.55,Angers,,,France,"Angers, France",CHU d'Angers,"Angers, France"
NCT05945576,"Institut National de la Santé Et de la Recherche Médicale, France",National Cohort on Imprinting Disorders and Their Metabolic Consequences,2023-06-26,2032-03-10,RECRUITING,Hôpital Jean Minjoz,47.24878,6.01815,Besançon,,,France,"Besançon, France",Hôpital Jean Minjoz,"Besançon, France"
NCT05945576,"Institut National de la Santé Et de la Recherche Médicale, France",National Cohort on Imprinting Disorders and Their Metabolic Consequences,2023-06-26,2032-03-10,RECRUITING,Hôpital Gabriel Montpied,45.77966,3.08628,Clermont-Ferrand,,,France,"Clermont-Ferrand, France",Hôpital Gabriel Montpied,"Clermont-Ferrand, France"
NCT05945576,"Institut National de la Santé Et de la Recherche Médicale, France",National Cohort on Imprinting Disorders and Their Metabolic Consequences,2023-06-26,2032-03-10,RECRUITING,Hôpital Bicêtre,48.81471,2.36073,Le Kremlin-Bicêtre,,,France,"Le Kremlin-Bicêtre, France",Hôpital Bicêtre,"Le Kremlin-Bicêtre, France"
NCT05945576,"Institut National de la Santé Et de la Recherche Médicale, France",National Cohort on Imprinting Disorders and Their Metabolic Consequences,2023-06-26,2032-03-10,RECRUITING,Hôpital Jeanne de Flandre,50.63297,3.05858,Lille,,,France,"Lille, France",Hôpital Jeanne de Flandre,"Lille, France"
NCT05945576,"Institut National de la Santé Et de la Recherche Médicale, France",National Cohort on Imprinting Disorders and Their Metabolic Consequences,2023-06-26,2032-03-10,RECRUITING,Hôpital de la mère et de l'enfant,45.83153,1.25781,Limoges,,,France,"Limoges, France",Hôpital de la mère et de l'enfant,"Limoges, France"
NCT05945576,"Institut National de la Santé Et de la Recherche Médicale, France",National Cohort on Imprinting Disorders and Their Metabolic Consequences,2023-06-26,2032-03-10,RECRUITING,Hôpital Femme Mère Enfant,45.74848,4.84669,Lyon,,,France,"Lyon, France",Hôpital Femme Mère Enfant,"Lyon, France"
NCT05945576,"Institut National de la Santé Et de la Recherche Médicale, France",National Cohort on Imprinting Disorders and Their Metabolic Consequences,2023-06-26,2032-03-10,RECRUITING,Hôpital de la Timone,43.29551,5.38958,Marseille,,,France,"Marseille, France",AP-HM - Hopital de la Timone,"Marseille, France"
NCT05630066,Hoffmann-La Roche,"A Phase IIa Multicenter, Open-Label, 12-Week Study to Investigate the Pharmacokinetics and Safety and to Provide Proof of Mechanism of Alogabat in Children and Adolescents Aged 5-17 Years With Angelman Syndrome (AS) With Deletion Genotype",2022-11-09,2025-09-12,RECRUITING,Hopital la Timone Enfants,43.29551,5.38958,Marseille,,13005,France,"Marseille, France",AP-HM - Hopital de la Timone,"Marseille, France"
NCT06415344,Ultragenyx Pharmaceutical Inc,A Long-term Extension Trial Investigating the Safety and Efficacy of GTX-102 in Patients with Angelman Syndrome,2024-05-10,2029-02,ENROLLING_BY_INVITATION,AP-HM - Hopital de la Timone,43.29551,5.38958,Marseille,,13385,France,"Marseille, France",AP-HM - Hopital de la Timone,"Marseille, France"
NCT04259281,Ultragenyx Pharmaceutical Inc,"A Phase 1/2 Open-label, Multiple-dose, Dose-escalating Clinical Trial of the Safety and Tolerability of GTX-102 in Pediatric Patients With Angelman Syndrome (AS)",2020-01-31,2024-12,ACTIVE_NOT_RECRUITING,Hopital de la Timone,43.29551,5.38958,Marseille,,,France,"Marseille, France",AP-HM - Hopital de la Timone,"Marseille, France"
NCT05945576,"Institut National de la Santé Et de la Recherche Médicale, France",National Cohort on Imprinting Disorders and Their Metabolic Consequences,2023-06-26,2032-03-10,RECRUITING,Hôpital Brabois,48.68439,6.18496,Nancy,,,France,"Nancy, France",Hôpital Brabois,"Nancy, France"
NCT05945576,"Institut National de la Santé Et de la Recherche Médicale, France",National Cohort on Imprinting Disorders and Their Metabolic Consequences,2023-06-26,2032-03-10,RECRUITING,Hôpital enfant-adolescent,47.21725,-1.55336,Nantes,,,France,"Nantes, France",Hôpital enfant-adolescent,"Nantes, France"
NCT05945576,"Institut National de la Santé Et de la Recherche Médicale, France",National Cohort on Imprinting Disorders and Their Metabolic Consequences,2023-06-26,2032-03-10,RECRUITING,Hôpital Armand-Trousseau,48.85341,2.3488,Paris,,,France,"Paris, France",Hôpital Armand-Trousseau,"Paris, France"
NCT05945576,"Institut National de la Santé Et de la Recherche Médicale, France",National Cohort on Imprinting Disorders and Their Metabolic Consequences,2023-06-26,2032-03-10,RECRUITING,Hôpital de la Pitié-Salpêtrière,48.85341,2.3488,Paris,,,France,"Paris, France",Hôpital Robert Debré,"Paris, France"
NCT05945576,"Institut National de la Santé Et de la Recherche Médicale, France",National Cohort on Imprinting Disorders and Their Metabolic Consequences,2023-06-26,2032-03-10,RECRUITING,Hôpital de la Pitié-Salpêtrière,48.85341,2.3488,Paris,,,France,"Paris, France",Hôpital Robert Debré,"Paris, France"
NCT05945576,"Institut National de la Santé Et de la Recherche Médicale, France",National Cohort on Imprinting Disorders and Their Metabolic Consequences,2023-06-26,2032-03-10,RECRUITING,Hôpital Necker Enfants Malades,48.85341,2.3488,Paris,,,France,"Paris, France",Hôpital Robert Debré,"Paris, France"
NCT05945576,"Institut National de la Santé Et de la Recherche Médicale, France",National Cohort on Imprinting Disorders and Their Metabolic Consequences,2023-06-26,2032-03-10,RECRUITING,Hôpital Robert Debré,48.85341,2.3488,Paris,,,France,"Paris, France",Hôpital Robert Debré,"Paris, France"
NCT05630066,Hoffmann-La Roche,"A Phase IIa Multicenter, Open-Label, 12-Week Study to Investigate the Pharmacokinetics and Safety and to Provide Proof of Mechanism of Alogabat in Children and Adolescents Aged 5-17 Years With Angelman Syndrome (AS) With Deletion Genotype",2022-11-09,2025-09-12,RECRUITING,Groupe Hospitalier Necker Enfants Malades,48.85341,2.3488,Paris,,75015,France,"Paris, France",Groupe Hospitalier Necker Enfants Malades,"Paris, France"
NCT05127226,"Ionis Pharmaceuticals, Inc.","HALOS: A Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Intrathecally Administered ION582 in Patients With Angelman Syndrome",2021-11-09,2029-03,ACTIVE_NOT_RECRUITING,Necker-Enfants Malades Hospital,48.85341,2.3488,Paris,,75015,France,"Paris, France",Groupe Hospitalier Necker Enfants Malades,"Paris, France"
NCT06415344,Ultragenyx Pharmaceutical Inc,A Long-term Extension Trial Investigating the Safety and Efficacy of GTX-102 in Patients with Angelman Syndrome,2024-05-10,2029-02,ENROLLING_BY_INVITATION,AP-HP Hopital Necker-Enfants Malades,48.85341,2.3488,Paris,,75015,France,"Paris, France",Groupe Hospitalier Necker Enfants Malades,"Paris, France"
NCT00773825,Assistance Publique - Hôpitaux de Paris,Assessment of the Risk of Imprinting Defects in Children Born Following Assisted Reproductive Technologies (ART),2008-10-15,2015-06,COMPLETED,Trousseau Hospital,48.85341,2.3488,Paris,,75012,France,"Paris, France",Hôpital Armand-Trousseau,"Paris, France"
NCT04259281,Ultragenyx Pharmaceutical Inc,"A Phase 1/2 Open-label, Multiple-dose, Dose-escalating Clinical Trial of the Safety and Tolerability of GTX-102 in Pediatric Patients With Angelman Syndrome (AS)",2020-01-31,2024-12,ACTIVE_NOT_RECRUITING,AP-HP Hopital Necker-Enfants Malades,48.85341,2.3488,Paris,,75015,France,"Paris, France",Groupe Hospitalier Necker Enfants Malades,"Paris, France"
NCT06737718,Assistance Publique - Hôpitaux de Paris,Use of Eye Tracking to Study Social Perception Abnormalities in Children with Angelman Syndrome,2024-12-12,2026-01,NOT_YET_RECRUITING,Hôpital Necker-Enfants Malades,48.85341,2.3488,Paris,,75015,France,"Paris, France",Hôpital Robert Debré,"Paris, France"
NCT04768803,"University Hospital, Toulouse","Circulating Levels of Ghrelin in Patients With a Rare Disease Associated With Intellectual Disability, and Hyperphagia, and / or Overweight, and / or Obesity",2021-02-16,2023-12-15,RECRUITING,Centre N°1 : 40 Centre de Référence PRADORT Pr Tauber - Toulouse Centre N°2 : 22 Centre de Référence PRADORT Pr Poitou Bernert - Paris La Pitié Salpetrière Centre N°3 : 15 Centre de Référence DI de causes rares Dr Heron - Paris La Pitié Salpêtrière Centr,48.85341,2.3488,Paris,,,France,"Paris, France",Centre N°1 : 40 Centre de Référence PRADORT Pr Tauber - Toulouse Centre N°2 : 22 Centre de Référence PRADORT Pr Poitou Bernert - Paris La Pitié Salpetrière Centre N°3 : 15 Centre de Référence DI de causes rares Dr Heron - Paris La Pitié Salpêtrière Centr,"Paris, France"
NCT05945576,"Institut National de la Santé Et de la Recherche Médicale, France",National Cohort on Imprinting Disorders and Their Metabolic Consequences,2023-06-26,2032-03-10,RECRUITING,Hôpital Sud,48.11198,-1.67429,Rennes,,,France,"Rennes, France",Hôpital Sud,"Rennes, France"
NCT05945576,"Institut National de la Santé Et de la Recherche Médicale, France",National Cohort on Imprinting Disorders and Their Metabolic Consequences,2023-06-26,2032-03-10,RECRUITING,Hôpital Civil,48.58392,7.74553,Strasbourg,,,France,"Strasbourg, France",Hôpital Civil,"Strasbourg,, France"
NCT01906866,Neurim Pharmaceuticals Ltd.,"A Randomized, Placebo-controlled Study to Investigate the Efficacy and Safety of Circadin® to Alleviate Sleep Disturbances in Children With Neurodevelopmental Disabilities",2013-07-11,2018-03-27,COMPLETED,Strasbourg University Hospital Depatment of Child Psychiatry & Neurology,48.58392,7.74553,"Strasbourg,",,,France,"Strasbourg,, France",Strasbourg University Hospital Depatment of Child Psychiatry & Neurology,"Strasbourg,, France"
NCT05945576,"Institut National de la Santé Et de la Recherche Médicale, France",National Cohort on Imprinting Disorders and Their Metabolic Consequences,2023-06-26,2032-03-10,RECRUITING,Hôpital des Enfants,43.60426,1.44367,Toulouse,,,France,"Toulouse, France",Hôpital des Enfants,"Toulouse, France"
NCT05945576,"Institut National de la Santé Et de la Recherche Médicale, France",National Cohort on Imprinting Disorders and Their Metabolic Consequences,2023-06-26,2032-03-10,RECRUITING,Hôpital des Enfants,43.60426,1.44367,Toulouse,,,France,"Toulouse, France",Hôpital des Enfants,"Toulouse, France"
NCT04768803,"University Hospital, Toulouse","Circulating Levels of Ghrelin in Patients With a Rare Disease Associated With Intellectual Disability, and Hyperphagia, and / or Overweight, and / or Obesity",2021-02-16,2023-12-15,RECRUITING,Tauber,43.60426,1.44367,Toulouse,,,France,"Toulouse, France",Tauber,"Toulouse, France"
NCT05945576,"Institut National de la Santé Et de la Recherche Médicale, France",National Cohort on Imprinting Disorders and Their Metabolic Consequences,2023-06-26,2032-03-10,RECRUITING,Hôpital Bretonneau,47.38333,0.68333,Tours,,,France,"Tours, France",Hôpital Bretonneau,"Tours, France"
NCT05783791,"University of Wisconsin, Madison",Development of a Newborn Screening Assay for Angelman Syndrome and Prader-Willi Syndrome,2023-03-13,2023-07-21,COMPLETED,University of Wisconsin School of Medicine and Public Health,43.07305,-89.40123,Madison,Wisconsin,53705,United States,"Madison, Wisconsin, United States",University of Wisconsin School of Medicine and Public Health,"Madison, Wisconsin, United States"
NCT05630066,Hoffmann-La Roche,"A Phase IIa Multicenter, Open-Label, 12-Week Study to Investigate the Pharmacokinetics and Safety and to Provide Proof of Mechanism of Alogabat in Children and Adolescents Aged 5-17 Years With Angelman Syndrome (AS) With Deletion Genotype",2022-11-09,2025-09-12,RECRUITING,Carolina Institute for Development DisabilitiesUniversity of North Carolina/School of Medicine,35.91014,-79.07529,Carrboro,North Carolina,27510,United States,"Carrboro, North Carolina, United States",Carolina Institute for Development Disabilities University of North Carolina/School of Medicine,"Carrboro, North Carolina, United States"
NCT05127226,"Ionis Pharmaceuticals, Inc.","HALOS: A Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Intrathecally Administered ION582 in Patients With Angelman Syndrome",2021-11-09,2029-03,ACTIVE_NOT_RECRUITING,University of North Carolina at Chapel Hill School of Medicine,35.91014,-79.07529,Carrboro,North Carolina,27510,United States,"Carrboro, North Carolina, United States",Carolina Institute for Development Disabilities University of North Carolina/School of Medicine,"Carrboro, North Carolina, United States"
NCT04428281,Hoffmann-La Roche,"An Open-label, Multicenter Study to Investigate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of RO7248824 in Participants With Angelman Syndrome",2020-06-09,2025-07-31,ACTIVE_NOT_RECRUITING,Carolina Institute for Development Disabilities University of North Carolina/School of Medicine,35.91014,-79.07529,Carrboro,North Carolina,27510,United States,"Carrboro, North Carolina, United States",Carolina Institute for Development Disabilities University of North Carolina/School of Medicine,"Carrboro, North Carolina, United States"
NCT04507997,Boston Children's Hospital,Angelman Syndrome Natural History Study,2020-08-05,2025-08,RECRUITING,The Carolina Institute for Developmental Disabilities,35.91014,-79.07529,Carrboro,North Carolina,27510,United States,"Carrboro, North Carolina, United States",Carolina Institute for Development Disabilities University of North Carolina/School of Medicine,"Carrboro, North Carolina, United States"
NCT05630066,Hoffmann-La Roche,"A Phase IIa Multicenter, Open-Label, 12-Week Study to Investigate the Pharmacokinetics and Safety and to Provide Proof of Mechanism of Alogabat in Children and Adolescents Aged 5-17 Years With Angelman Syndrome (AS) With Deletion Genotype",2022-11-09,2025-09-12,RECRUITING,Multicare Institute for Research and Innovation,47.25288,-122.44429,Tacoma,Washington,98405,United States,"Tacoma, Washington, United States",Multicare Institute for Research and Innovation,"Tacoma, Washington, United States"
NCT04106557,Ovid Therapeutics Inc.,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Phase 3 Study to Evaluate the Efficacy and Safety of OV101 in Pediatric Individuals With Angelman Syndrome",2019-09-25,2020-11-02,COMPLETED,Ovid Therapeutics Investigative Site,47.25288,-122.44429,Tacoma,Washington,85006,United States,"Tacoma, Washington, United States",Ovid Therapeutics Investigative Site,"Tacoma, Washington, United States"
NCT03882918,Ovid Therapeutics Inc.,"An Open-Label Study to Evaluate the Long-Term Safety, Tolerability, and Efficacy of OV101 in Individuals With Angelman Syndrome",2019-03-18,2021-06-30,TERMINATED,Ovid Therapeutics Investigative Site,47.25288,-122.44429,Tacoma,Washington,85006,United States,"Tacoma, Washington, United States",Ovid Therapeutics Investigative Site,"Tacoma, Washington, United States"
NCT05630066,Hoffmann-La Roche,"A Phase IIa Multicenter, Open-Label, 12-Week Study to Investigate the Pharmacokinetics and Safety and to Provide Proof of Mechanism of Alogabat in Children and Adolescents Aged 5-17 Years With Angelman Syndrome (AS) With Deletion Genotype",2022-11-09,2025-09-12,RECRUITING,Flinders Medical Centre,-35.03333,138.56667,Bedford Park,South Australia,5042,Australia,"Bedford Park, South Australia, Australia",Flinders Medical Centre,"Bedford Park, South Australia, Australia"
NCT05630066,Hoffmann-La Roche,"A Phase IIa Multicenter, Open-Label, 12-Week Study to Investigate the Pharmacokinetics and Safety and to Provide Proof of Mechanism of Alogabat in Children and Adolescents Aged 5-17 Years With Angelman Syndrome (AS) With Deletion Genotype",2022-11-09,2025-09-12,RECRUITING,CHRU de Brest,48.3903,-4.48628,Brest,,29609,France,"Brest, France",CHRU de Brest,"Brest, France"
NCT05630066,Hoffmann-La Roche,"A Phase IIa Multicenter, Open-Label, 12-Week Study to Investigate the Pharmacokinetics and Safety and to Provide Proof of Mechanism of Alogabat in Children and Adolescents Aged 5-17 Years With Angelman Syndrome (AS) With Deletion Genotype",2022-11-09,2025-09-12,RECRUITING,Ospedale Pediatrico Bambino Gesù,41.89193,12.51133,Roma,Lazio,00165,Italy,"Roma, Lazio, Italy",Ospedale Pediatrico Bambino Gesù; Dip. Neuroscienze e Neuroriabilitazione,"Roma, Lazio, Italy"
NCT04428281,Hoffmann-La Roche,"An Open-label, Multicenter Study to Investigate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of RO7248824 in Participants With Angelman Syndrome",2020-06-09,2025-07-31,ACTIVE_NOT_RECRUITING,Ospedale Pediatrico Bambino Gesù; Dip. Neuroscienze e Neuroriabilitazione,41.89193,12.51133,Roma,Lazio,00165,Italy,"Roma, Lazio, Italy",Ospedale Pediatrico Bambino Gesù; Dip. Neuroscienze e Neuroriabilitazione,"Roma, Lazio, Italy"
NCT05630066,Hoffmann-La Roche,"A Phase IIa Multicenter, Open-Label, 12-Week Study to Investigate the Pharmacokinetics and Safety and to Provide Proof of Mechanism of Alogabat in Children and Adolescents Aged 5-17 Years With Angelman Syndrome (AS) With Deletion Genotype",2022-11-09,2025-09-12,RECRUITING,IRCCS Istituto G. Gaslini,44.40478,8.94438,Genova,Liguria,16147,Italy,"Genova, Liguria, Italy",IRCCS Istituto G. Gaslini,"Genova, Liguria, Italy"
NCT05630066,Hoffmann-La Roche,"A Phase IIa Multicenter, Open-Label, 12-Week Study to Investigate the Pharmacokinetics and Safety and to Provide Proof of Mechanism of Alogabat in Children and Adolescents Aged 5-17 Years With Angelman Syndrome (AS) With Deletion Genotype",2022-11-09,2025-09-12,RECRUITING,Corporacio Sanitaria Parc Tauli,41.54329,2.10942,Sabadell,Barcelona,08208,Spain,"Sabadell, Barcelona, Spain",Corporacio Sanitaria Parc Tauli - Hospital de Sabadell,"Sabadell, Barcelona, Spain"
NCT06415344,Ultragenyx Pharmaceutical Inc,A Long-term Extension Trial Investigating the Safety and Efficacy of GTX-102 in Patients with Angelman Syndrome,2024-05-10,2029-02,ENROLLING_BY_INVITATION,Corporacio Sanitaria Parc Tauli - Hospital de Sabadell,41.54329,2.10942,Sabadell,,08208,Spain,"Sabadell, Spain",Corporacio Sanitaria Parc Tauli - Hospital de Sabadell,"Sabadell, Barcelona, Spain"
NCT04259281,Ultragenyx Pharmaceutical Inc,"A Phase 1/2 Open-label, Multiple-dose, Dose-escalating Clinical Trial of the Safety and Tolerability of GTX-102 in Pediatric Patients With Angelman Syndrome (AS)",2020-01-31,2024-12,ACTIVE_NOT_RECRUITING,Hospital Universitari Parc Tauli,41.54329,2.10942,Sabadell,Barcelona,,Spain,"Sabadell, Barcelona, Spain",Corporacio Sanitaria Parc Tauli - Hospital de Sabadell,"Sabadell, Barcelona, Spain"
NCT04428281,Hoffmann-La Roche,"An Open-label, Multicenter Study to Investigate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of RO7248824 in Participants With Angelman Syndrome",2020-06-09,2025-07-31,ACTIVE_NOT_RECRUITING,Corporacio Sanitaria Parc Tauli,41.54329,2.10942,Sabadell,Barcelona,08208,Spain,"Sabadell, Barcelona, Spain",Corporacio Sanitaria Parc Tauli - Hospital de Sabadell,"Sabadell, Barcelona, Spain"
NCT05127226,"Ionis Pharmaceuticals, Inc.","HALOS: A Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Intrathecally Administered ION582 in Patients With Angelman Syndrome",2021-11-09,2029-03,ACTIVE_NOT_RECRUITING,Colorado Children's Hospital Research Institute,39.72943,-104.83192,Aurora,Colorado,80045,United States,"Aurora, Colorado, United States",Colorado Children's Hospital Research Institute,"Aurora, Colorado, United States"
NCT03644693,"University of Colorado, Denver",Evaluation of the Safety and Tolerability of a Nutritional Formulation in Angelman Syndrome,2018-08-13,2020-01-15,COMPLETED,Children's Hopsital Colorado,39.72943,-104.83192,Aurora,Colorado,80045,United States,"Aurora, Colorado, United States",Colorado Children's Hospital Research Institute,"Aurora, Colorado, United States"
NCT05127226,"Ionis Pharmaceuticals, Inc.","HALOS: A Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Intrathecally Administered ION582 in Patients With Angelman Syndrome",2021-11-09,2029-03,ACTIVE_NOT_RECRUITING,"Sydney Children's Hospital, Kids Cancer Centre",-33.91439,151.24895,Randwick,,NSW 2031,Australia,"Randwick, Australia","Sydney Children's Hospital, Kids Cancer Centre","Randwick, New South Wales, Australia"
NCT05011851,Neuren Pharmaceuticals Limited,"An Open-Label Study of the Safety, Tolerability, and Pharmacokinetics of Oral NNZ-2591 in Angelman Syndrome",2021-08-05,2024-07-16,COMPLETED,Sydney Children's Hospital,-33.91439,151.24895,Randwick,New South Wales,2031,Australia,"Randwick, New South Wales, Australia","Sydney Children's Hospital, Kids Cancer Centre","Randwick, New South Wales, Australia"
NCT05127226,"Ionis Pharmaceuticals, Inc.","HALOS: A Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Intrathecally Administered ION582 in Patients With Angelman Syndrome",2021-11-09,2029-03,ACTIVE_NOT_RECRUITING,Sheba Medical Center,32.08227,34.81065,Ramat Gan,,5262100,Israel,"Ramat Gan, Israel",Sheba Medical Center,"Ramat Gan, Israel"
NCT04106557,Ovid Therapeutics Inc.,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Phase 3 Study to Evaluate the Efficacy and Safety of OV101 in Pediatric Individuals With Angelman Syndrome",2019-09-25,2020-11-02,COMPLETED,Ovid Therapeutics Investigative Site,32.08227,34.81065,Ramat Gan,,52621,Israel,"Ramat Gan, Israel",Ovid Therapeutics Investigative Site,"Ramat Gan, Israel"
NCT04259281,Ultragenyx Pharmaceutical Inc,"A Phase 1/2 Open-label, Multiple-dose, Dose-escalating Clinical Trial of the Safety and Tolerability of GTX-102 in Pediatric Patients With Angelman Syndrome (AS)",2020-01-31,2024-12,ACTIVE_NOT_RECRUITING,The Edmond and Lily Safra Children's Hospital,32.08227,34.81065,Ramat Gan,,,Israel,"Ramat Gan, Israel",The Edmond and Lily Safra Children's Hospital,"Ramat Gan, Israel"
NCT03882918,Ovid Therapeutics Inc.,"An Open-Label Study to Evaluate the Long-Term Safety, Tolerability, and Efficacy of OV101 in Individuals With Angelman Syndrome",2019-03-18,2021-06-30,TERMINATED,Ovid Therapeutics Investigative Site,32.08227,34.81065,Ramat Gan,,52621,Israel,"Ramat Gan, Israel",Ovid Therapeutics Investigative Site,"Ramat Gan, Israel"
NCT02996305,Ovid Therapeutics Inc.,"A Phase 2 Adult and Adolescent Angelman Syndrome Clinical Trial: A Randomized, Double-Blind, Safety and Efficacy Study of Gaboxadol",2016-12-02,2018-08-06,COMPLETED,Ovid Therapeutics Investigative Site,32.08227,34.81065,Ramat Gan,,52621,Israel,"Ramat Gan, Israel",Ovid Therapeutics Investigative Site,"Ramat Gan, Israel"
NCT05127226,"Ionis Pharmaceuticals, Inc.","HALOS: A Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Intrathecally Administered ION582 in Patients With Angelman Syndrome",2021-11-09,2029-03,ACTIVE_NOT_RECRUITING,Azienda Ospedaliera Universitaria Pisana,43.70853,10.4036,Pisa,,56126,Italy,"Pisa, Italy",Azienda Ospedaliera Universitaria Pisana,"Pisa, Italy"
NCT05127226,"Ionis Pharmaceuticals, Inc.","HALOS: A Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Intrathecally Administered ION582 in Patients With Angelman Syndrome",2021-11-09,2029-03,ACTIVE_NOT_RECRUITING,STRONG Group University of Oxford,51.75222,-1.25596,Oxford,Oxfordshire,OX3 9DU,United Kingdom,"Oxford, Oxfordshire, United Kingdom",STRONG Group University of Oxford,"Oxford, Oxfordshire, United Kingdom"
NCT06415344,Ultragenyx Pharmaceutical Inc,A Long-term Extension Trial Investigating the Safety and Efficacy of GTX-102 in Patients with Angelman Syndrome,2024-05-10,2029-02,ENROLLING_BY_INVITATION,Oxford University Hospitals NHS Foundation Trust,51.75222,-1.25596,Oxford,,OX3 7LE,United Kingdom,"Oxford, United Kingdom",Oxford University Hospitals NHS Foundation Trust,"Oxford, Oxfordshire, United Kingdom"
NCT05100810,University of Oxford,"A Monocentric, Prospective, Longitudinal and Observational Natural History Study for Patients With Angelman Syndrome in the United Kingdom: Natural History - Foundation for Angelman Syndrome Therapeutics (FAST) United Kingdom (UK)",2021-08-13,2024-12-31,RECRUITING,University of Oxford,51.75222,-1.25596,Oxford,Oxon,OX3 9DU,United Kingdom,"Oxford, Oxon, United Kingdom",STRONG Group University of Oxford,"Oxford, Oxfordshire, United Kingdom"
NCT04259281,Ultragenyx Pharmaceutical Inc,"A Phase 1/2 Open-label, Multiple-dose, Dose-escalating Clinical Trial of the Safety and Tolerability of GTX-102 in Pediatric Patients With Angelman Syndrome (AS)",2020-01-31,2024-12,ACTIVE_NOT_RECRUITING,Oxford University Hospitals NHS Foundation Trust,51.75222,-1.25596,Oxford,,OX3 7LE,United Kingdom,"Oxford, United Kingdom",Oxford University Hospitals NHS Foundation Trust,"Oxford, Oxfordshire, United Kingdom"
NCT04106557,Ovid Therapeutics Inc.,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Phase 3 Study to Evaluate the Efficacy and Safety of OV101 in Pediatric Individuals With Angelman Syndrome",2019-09-25,2020-11-02,COMPLETED,Ovid Therapeutics Investigative Site,33.44838,-112.07404,Phoenix,Arizona,85006,United States,"Phoenix, Arizona, United States",Ovid Therapeutics Investigative Site,"Phoenix, Arizona, United States"
NCT01906866,Neurim Pharmaceuticals Ltd.,"A Randomized, Placebo-controlled Study to Investigate the Efficacy and Safety of Circadin® to Alleviate Sleep Disturbances in Children With Neurodevelopmental Disabilities",2013-07-11,2018-03-27,COMPLETED,Southwest Autism Research and Resource Center (SARRC),33.44838,-112.07404,Phoenix,Arizona,85006,United States,"Phoenix, Arizona, United States",Southwest Autism Research and Resource Center (SARRC),"Phoenix, Arizona, United States"
NCT03882918,Ovid Therapeutics Inc.,"An Open-Label Study to Evaluate the Long-Term Safety, Tolerability, and Efficacy of OV101 in Individuals With Angelman Syndrome",2019-03-18,2021-06-30,TERMINATED,Ovid Therapeutics Investigative Site,33.44838,-112.07404,Phoenix,Arizona,85006,United States,"Phoenix, Arizona, United States",Ovid Therapeutics Investigative Site,"Phoenix, Arizona, United States"
NCT02996305,Ovid Therapeutics Inc.,"A Phase 2 Adult and Adolescent Angelman Syndrome Clinical Trial: A Randomized, Double-Blind, Safety and Efficacy Study of Gaboxadol",2016-12-02,2018-08-06,COMPLETED,Ovid Therapeutics Investigative Site,33.44838,-112.07404,Phoenix,Arizona,85006,United States,"Phoenix, Arizona, United States",Ovid Therapeutics Investigative Site,"Phoenix, Arizona, United States"
NCT04106557,Ovid Therapeutics Inc.,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Phase 3 Study to Evaluate the Efficacy and Safety of OV101 in Pediatric Individuals With Angelman Syndrome",2019-09-25,2020-11-02,COMPLETED,Ovid Therapeutics Investigative Site,42.44732,-71.2245,Lexington,Massachusetts,02421,United States,"Lexington, Massachusetts, United States",Ovid Therapeutics Investigative Site,"Lexington, Massachusetts, United States"
NCT03882918,Ovid Therapeutics Inc.,"An Open-Label Study to Evaluate the Long-Term Safety, Tolerability, and Efficacy of OV101 in Individuals With Angelman Syndrome",2019-03-18,2021-06-30,TERMINATED,Ovid Therapeutics Investigative Site,42.44732,-71.2245,Lexington,Massachusetts,02421,United States,"Lexington, Massachusetts, United States",Ovid Therapeutics Investigative Site,"Lexington, Massachusetts, United States"
NCT02996305,Ovid Therapeutics Inc.,"A Phase 2 Adult and Adolescent Angelman Syndrome Clinical Trial: A Randomized, Double-Blind, Safety and Efficacy Study of Gaboxadol",2016-12-02,2018-08-06,COMPLETED,Ovid Therapeutics Investigative Site,42.44732,-71.2245,Lexington,Massachusetts,02421,United States,"Lexington, Massachusetts, United States",Ovid Therapeutics Investigative Site,"Lexington, Massachusetts, United States"
