NCT_ID,Sponsor,Study_Name,Start_Date,End_Date,Current_Status,Treatment,Facility,Lat,Lon
NCT03566043,REGENXBIO Inc.,"A Phase 1/2/3 Multicenter, Open-Label Study to Evaluate the Efficacy, Safety, Tolerability, and Pharmacodynamics of RGX-121 in Pediatric Subjects With MPS II (Hunter Syndrome)",2018-05-01,2025-08,ACTIVE_NOT_RECRUITING,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT01186913,National Institute of Allergy and Infectious Diseases (NIAID),"A Prospective Natural History Study of Diagnosis, Treatment and Outcomes of Children With SCID Disorders (RDCRN PIDTC-6901)",2010-08-20,2028-09,ENROLLING_BY_INVITATION,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT06246513,"Sarepta Therapeutics, Inc.","A Phase 3 Multinational, Open-label, Systemic Gene Delivery Study to Evaluate the Safety and Efficacy of SRP-9003 in Subjects With Limb Girdle Muscular Dystrophy 2E/R4",2024-01-30,2029-11-30,RECRUITING,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT06270719,"Sarepta Therapeutics, Inc.",A Long-term Multicenter Prospective Observational Study Evaluating the Comparative Effectiveness and Safety of Sarepta Gene Transfer Therapy vs. Standard of Care in Participants With Duchenne Muscular Dystrophy Under Conditions of Routine Clinical Practice,2024-01-24,2038-12-31,RECRUITING,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT05821959,"Akouos, Inc.",A Trial of AAVAnc80-hOTOF Gene Therapy in Individuals with Sensorineural Hearing Loss Due to Otoferlin Gene Mutations,2023-02-08,2028-10,RECRUITING,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT05096221,"Sarepta Therapeutics, Inc.","A Phase 3 Multinational, Randomized, Double-Blind, Placebo-Controlled Systemic Gene Delivery Study to Evaluate the Safety and Efficacy of SRP-9001 in Subjects With Duchenne Muscular Dystrophy (EMBARK)",2021-10-14,2024-10-25,COMPLETED,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT06149403,Orchard Therapeutics,"A Multi-center, Randomized, Active Controlled Clinical Trial to Evaluate the Efficacy and Safety of OTL-203 in Subjects with Mucopolysaccharidosis Type I, Hurler Syndrome (MPS-IH) Compared to Standard of Care with Allogeneic Hematopoietic Stem Cell Transplantation (allo-HSCT)",2023-11-17,2031-03,RECRUITING,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT03597399,"Spark Therapeutics, Inc.","A Post-Authorization, Multicenter, Longitudinal, Observational Safety Registry Study for Patients Treated With Voretigene Neparvovec in US",2018-07-12,2025-06,ACTIVE_NOT_RECRUITING,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT04281485,Pfizer,"A PHASE 3, MULTICENTER, RANDOMIZED, DOUBLE-BLIND, PLACEBO CONTROLLED STUDY TO EVALUATE THE SAFETY AND EFFICACY OF PF 06939926 FOR THE TREATMENT OF DUCHENNE MUSCULAR DYSTROPHY",2020-02-11,2039-04-15,ACTIVE_NOT_RECRUITING,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT03952156,"Homology Medicines, Inc","A Phase 1/2 Open-Label, Randomized, Concurrently-Controlled, Dose Escalation Study to Evaluate the Safety and Efficacy of HMI-102 in Adult PKU Subjects With PAH Deficiency",2019-05-09,2023-08-01,TERMINATED,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT04628585,bluebird bio,Long-term Follow-up of Subjects With Sickle Cell Disease Treated With Ex Vivo Gene Therapy Using Autologous Hematopoietic Stem Cells Transduced With a Lentiviral Vector,2020-11-05,2038-01,ENROLLING_BY_INVITATION,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT06152237,"Taysha Gene Therapies, Inc.","A Multicenter, Open Label, Randomized, Dose-Escalation and Dose-Expansion Study of the Safety, Tolerability, and Efficacy of a Single Intrathecal Administration of TSHA-102, an AAV9-Delivered Gene Therapy, for the Treatment of Pediatric Females with Rett Syndrome",2023-11-21,2031-11-02,RECRUITING,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT03882437,Rocket Pharmaceuticals Inc.,A Clinical Study Evaluating a Recombinant Adeno-Associated Virus Serotype 9 (rAAV9) Capsid Containing the Human Lysosome-Associated Membrane Protein 2 Isoform B (LAMP2B) Transgene (RP-A501; AAV9.LAMP2B) in Male Patients With DD,2019-03-12,2025-03-24,ACTIVE_NOT_RECRUITING,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT06075537,Denali Therapeutics Inc.,"An Open-Label Extension to Investigate the Long-Term Safety, Tolerability, and Efficacy of DNL310 in Patients With Mucopolysaccharidosis Type II (MPS II) From Study DNLI-E-0002 or Study DNLI-E-0007",2023-09-18,2027-06,ENROLLING_BY_INVITATION,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT00999609,"Spark Therapeutics, Inc.",A Safety and Efficacy Study in Subjects With Leber Congenital Amaurosis (LCA) Using Adeno-Associated Viral Vector to Deliver the Gene for Human RPE65 to the Retinal Pigment Epithelium (RPE) [AAV2-hRPE65v2-301],2009-10-21,2029-07,ACTIVE_NOT_RECRUITING,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT02341807,"Spark Therapeutics, Inc.",A Phase 1/2 Safety Study in Subjects With CHM (Choroideremia) Gene Mutations Using an Adeno-Associated Virus Serotype 2 Vector to Deliver the Normal Human CHM Gene [AAV2-hCHM] to the Retina,2015-01-12,2022-10-12,COMPLETED,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT03734588,"Spark Therapeutics, Inc.",Dose-finding Study of SPK-8016 Gene Therapy in Patients With Hemophilia A to Support Evaluation in Individuals With FVIII Inhibitors,2018-11-06,2023-01-19,COMPLETED,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT03207009,bluebird bio,A Phase 3 Single Arm Study Evaluating the Efficacy and Safety of Gene Therapy in Subjects With Transfusion-dependent β-Thalassemia by Transplantation of Autologous CD34+ Stem Cells Transduced Ex Vivo With a Lentiviral βA-T87Q-Globin Vector in Subjects ≤50 Years of Age,2017-06-29,2022-11-15,COMPLETED,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT06636383,Ultragenyx Pharmaceutical Inc,GSDIa Disease Monitoring Program,2024-09-20,2036-12,RECRUITING,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT03580083,REGENXBIO Inc.,"A Phase I/II Multicenter, Open-Label Study to Evaluate the Safety, Tolerability, and Pharmacodynamics of Intracisternal RGX-111 in Subjects With Mucopolysaccharidosis Type I",2018-06-18,2024-10,ACTIVE_NOT_RECRUITING,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT04398628,American Thrombosis and Hemostasis Network,"ATHN Transcends: A Natural History Cohort Study of the Safety, Effectiveness, and Practice of Treatment in People With Non-Neoplastic Hematologic Disorders",2020-05-11,2035-12,RECRUITING,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT03003533,"Spark Therapeutics, Inc.","Gene-transfer, Open-label, Dose-escalation Study of SPK-8011 [Adeno-associated Viral Vector With B-domain Deleted Human Factor VIII Gene] in Individuals With Hemophilia A",2016-12-16,2023-12-05,COMPLETED,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT02064933,National Institute of Allergy and Infectious Diseases (NIAID),"Analysis of Patients Treated for Wiskott-Aldrich Syndrome Since January 1, 1990 (RDCRN PIDTC-6904)",2014-02-13,2019-05-01,COMPLETED,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT00516477,"Spark Therapeutics, Inc.",A Phase 1 Safety Study in Subjects With Leber Congenital Amaurosis (LCA) Using Adeno-Associated Viral Vector to Deliver the Gene for Human RPE65 Into the Retinal Pigment Epithelium (RPE) [AAV2-hRPE65v2-101],2007-08-13,2018-03-20,COMPLETED,gene_therapy,Children's Hospital of Philadelphia,39.95233,-75.16379
NCT04398628,American Thrombosis and Hemostasis Network,"ATHN Transcends: A Natural History Cohort Study of the Safety, Effectiveness, and Practice of Treatment in People With Non-Neoplastic Hematologic Disorders",2020-05-11,2035-12,RECRUITING,gene_therapy,Children's Mercy Kansas City,39.09973,-94.57857
NCT05039866,Sangamo Therapeutics,"Long-Term Follow-up of Fabry Disease Subjects Who Were Treated With ST-920, an AAV2/6 Human Alpha Galactosidase A Gene Therapy",2021-08-20,2029-06,ENROLLING_BY_INVITATION,gene_therapy,Cincinnati Children's Hospital,39.12713,-84.51435
NCT00272857,Boston Children's Hospital,"Gene Transfer From Patients With Fanconi Anemia, Genotype A: A Pilot Study",2006-01-04,2007-10,COMPLETED,gene_therapy,Cincinnati Children's Hospital,39.12713,-84.51435
NCT01129544,Boston Children's Hospital,Multi-site Phase I/II Trial Evaluating the Treatment of SCID-X1 Patients With Retrovirus-mediated Gene Transfer,2010-05-21,2023-03,COMPLETED,gene_therapy,Cincinnati Children's Hospital,39.12713,-84.51435
NCT06297486,"Spark Therapeutics, Inc.","A Phase 3, Single-arm, Open-label, Multicenter Study of the Safety and Efficacy of Dirloctocogene Samoparvovec (SPK 8011, Adeno-associated Viral Vector With B-domain Deleted Human Factor VIII Gene) in Adults With Severe or Moderately Severe Hemophilia A",2024-02-29,2035-09-04,WITHDRAWN,gene_therapy,Cincinnati Children's Hospital,39.12713,-84.51435
NCT01054339,Beacon Therapeutics,"A Multiple-Site, Phase 2, Safety and Efficacy Trial of a Recombinant Adeno-associated Virus Vector Expressing Alpha-1 Antitrypsin (rAAV1-CB-hAAT) in Patients With Alpha-1 Antitrypsin Deficiency",2010-01-21,2015-10,COMPLETED,gene_therapy,Cincinnati Children's Hospital,39.12713,-84.51435
NCT03041324,Sangamo Therapeutics,"A Phase I / 2, Multicenter, Open-label, Single-dose, Dose-ranging Study to Assess the Safety and Tolerability of SB-913, a rAAV2/6-based Gene Transfer in Subjects With Mucopolysaccharidosis II (MPS II)",2017-01-13,2021-05-07,TERMINATED,gene_therapy,Cincinnati Children's Hospital,39.12713,-84.51435
NCT04046224,Sangamo Therapeutics,"A Phase I/II, Multicenter, Open-Label, Single-Dose, Dose-Ranging Study to Assess the Safety and Tolerability of ST-920, an AAV2/6 Human Alpha Galactosidase A Gene Therapy, in Subjects With Fabry Disease (STAAR)",2019-08-01,2025-09,ACTIVE_NOT_RECRUITING,gene_therapy,Cincinnati Children's Hospital,39.12713,-84.51435
NCT01346150,National Institute of Allergy and Infectious Diseases (NIAID),"A Retrospective and Cross-Sectional Analysis of Patients Treated for SCID Since January 1,1968 (RDCRN PIDTC-6902)",2011-04-29,2023-08,UNKNOWN,gene_therapy,Cincinnati Children's Hospital,39.12713,-84.51435
NCT01186913,National Institute of Allergy and Infectious Diseases (NIAID),"A Prospective Natural History Study of Diagnosis, Treatment and Outcomes of Children With SCID Disorders (RDCRN PIDTC-6901)",2010-08-20,2028-09,ENROLLING_BY_INVITATION,gene_therapy,Cincinnati Children's Hospital,39.12713,-84.51435
NCT05761899,"Children's Hospital Medical Center, Cincinnati",A First-In-Human Clinical Trial of Lentiviral-mediated CSF2RA Gene Transfer/Pulmonary Macrophage Transplantation Therapy of Hereditary Pulmonary Alveolar Proteinosis,2023-02-28,2038-10-01,RECRUITING,gene_therapy,Cincinnati Children's Hospital,39.12713,-84.51435
NCT06483802,Astellas Pharma Inc,"A Multicenter, Open-Label, Dose Escalation, Phase 1b Study to Evaluate the Safety, Tolerability and Preliminary Efficacy of ASP2016 for Friedreich Ataxia Cardiomyopathy",2024-06-26,2031-01-31,SUSPENDED,gene_therapy,Cincinnati Children's Hospital,39.12713,-84.51435
NCT03311503,Boston Children's Hospital,Phase I/II Trial of Lentiviral Gene Transfer for SCID-X1 with Low Dose Targeted Busulfan Conditioning,2017-10-12,2028-10-01,RECRUITING,gene_therapy,Cincinnati Children's Hospital,39.12713,-84.51435
NCT02186418,"Children's Hospital Medical Center, Cincinnati",Gene Transfer For Patients With Sickle Cell Disease Using A Gamma Globin Lentivirus Vector: An Open-Label Phase 1 / 2 Pilot Study,2014-06-30,2022-10-31,TERMINATED,gene_therapy,Cincinnati Children's Hospital,39.12713,-84.51435
NCT06075537,Denali Therapeutics Inc.,"An Open-Label Extension to Investigate the Long-Term Safety, Tolerability, and Efficacy of DNL310 in Patients With Mucopolysaccharidosis Type II (MPS II) From Study DNLI-E-0002 or Study DNLI-E-0007",2023-09-18,2027-06,ENROLLING_BY_INVITATION,gene_therapy,Cincinnati Children's Hospital,39.12713,-84.51435
NCT04628871,Sangamo Therapeutics,"Long-Term Follow-up of Subjects Who Were Treated With SB-318, SB-913, or SB-FIX, for Targeted Genome Editing Into the Albumin Gene in the Liver",2020-11-09,2030-01-01,ACTIVE_NOT_RECRUITING,gene_therapy,Cincinnati Children's Hospital,39.12713,-84.51435
NCT04903288,PTC Therapeutics,An Open-Label Trial to Address the Safety of the SmartFlow MR-Compatible Ventricular Cannula for Administering Eladocagene Exuparvovec to Pediatric Subjects,2021-05-21,2028-04-30,ACTIVE_NOT_RECRUITING,gene_therapy,Cincinnati Children's Hospital,39.12713,-84.51435
NCT05230459,AskBio Inc,"A Two-part Multicenter Study: a Randomized, Double-blind, Placebo-controlled Dose-escalation Safety Phase (Part 1) Followed by Double-blind, Placebo-controlled, Adaptive Phase (Part 2) Study to Evaluate the Safety and Efficacy of AB-1003 in Adult Subjects With LGMD2I/R9 Mutations in the Gene Encoding Fukutin Related Protein (FKRP)",2022-01-27,2028-12,RECRUITING,gene_therapy,Kennedy Krieger Institute,39.29038,-76.61219
NCT03767348,Replimune Inc.,"An Open-Label, Multicenter, Phase 1/2 Study of RP1 as a Single Agent and in Combination With PD1 Blockade in Patients With Solid Tumors",2018-12-05,2028-12,RECRUITING,gene_therapy,Mayo Clinic,44.02163,-92.4699
NCT06228924,Tenaya Therapeutics,"First-in-Human, Open-Label, Safety, Tolerability, Dose-Finding, Pharmacodynamic and Cardiac Transgene Expression Study of TN-401, a Recombinant Adeno-associated Virus Serotype 9 (AAV9) Containing Plakophilin-2 (PKP2) Transgene, in Adults With PKP2 Mutation-Associated Arrhythmogenic Right Ventricular Cardiomyopathy (ARVC)",2024-01-18,2029-10-01,RECRUITING,gene_therapy,Mayo Clinic,44.02163,-92.4699
NCT05445323,Lexeo Therapeutics,A Phase 1/2 Study of the Safety and Efficacy of LX2006 Gene Therapy in Participants With Cardiomyopathy Associated With Friedreich's Ataxia,2022-06-23,2029-09,ACTIVE_NOT_RECRUITING,gene_therapy,Mayo Clinic,44.02163,-92.4699
NCT06311708,Tenaya Therapeutics,Seroprevalence Study of Pre-existing Antibodies Against Adenovirus-associated Virus Vector (AAV9) in Patients With Plakophilin 2 (PKP2)-Associated Arrhythmogenic Right Ventricular Cardiomyopathy (ARVC),2024-03-08,2030-07-11,RECRUITING,gene_therapy,Mayo Clinic,44.02163,-92.4699
NCT01186913,National Institute of Allergy and Infectious Diseases (NIAID),"A Prospective Natural History Study of Diagnosis, Treatment and Outcomes of Children With SCID Disorders (RDCRN PIDTC-6901)",2010-08-20,2028-09,ENROLLING_BY_INVITATION,gene_therapy,Mayo Clinic,44.02163,-92.4699
NCT05407636,AbbVie,"A Randomized, Partially Masked, Controlled, Phase 3 Clinical Study to Evaluate the Efficacy and Safety of RGX-314 Gene Therapy in Participants With nAMD",2022-01-28,2026-11,RECRUITING,gene_therapy,Mayo Clinic,44.02163,-92.4699
NCT04850118,Beacon Therapeutics,"A Randomized, Controlled, Masked, Multi-center Study Evaluating the Efficacy, Safety, and Tolerability of Two Doses of AGTC-501 Compared to an Untreated Control Group in Male Participants With X-linked Retinitis Pigmentosa",2021-04-05,2029-10,RECRUITING,gene_therapy,Mayo Clinic,44.02163,-92.4699
NCT05836259,Tenaya Therapeutics,"First-in-Human, Open-Label, Safety, Tolerability, Dose-Finding, Pharmacodynamic and Cardiac Transgene Expression Study of TN-201, a Recombinant Adeno-associated Virus Serotype 9 (AAV9) Containing Myosin Binding Protein C Transgene, in Adults With MYBPC3 Mutation-associated Hypertrophic Cardiomyopathy (HCM)",2023-04-18,2032-08,RECRUITING,gene_therapy,Mayo Clinic,44.02163,-92.4699
NCT00044356,Vical,A Phase II Study of High-Dose Allovectin-7® in Patients With Advanced Metastatic Melanoma,2002-08-26,2004-09,COMPLETED,gene_therapy,Mayo Clinic,44.02163,-92.4699
NCT06682793,A2 Biotherapeutics Inc.,"A Seamless Phase 1/2 Study to Evaluate the Safety and Efficacy of A2B395, an Allogeneic Logic-gated Tmod™ CAR T, in Heterozygous HLA-A*02 Adults with Recurrent Unresectable, Locally Advanced, or Metastatic Solid Tumors That Express EGFR and Have Lost HLA-A*02 Expression",2024-11-07,2030-03-31,NOT_YET_RECRUITING,gene_therapy,Mayo Clinic,44.02163,-92.4699
NCT06517888,"Akouos, Inc.",A Phase 1/2 Trial of AAVAnc80-antiVEGF Gene Therapy in Individuals With Unilateral Vestibular Schwannoma,2024-07-19,2029-08,RECRUITING,gene_therapy,Mayo Clinic,44.02163,-92.4699
NCT00788307,Mayo Clinic,Phase I Trial of In Situ Gene Therapy for Locally Recurrent Prostate Cancer Following Radiation Therapy Failure Using Sodium/Iodide Symporter and Radioiodine,2008-11-07,2018-02-07,TERMINATED,gene_therapy,Mayo Clinic,44.02163,-92.4699
NCT00121745,Epeius Biotechnologies,Phase I Evaluation of Safety of Intravenous Infusion of a Pathotropic Vector Bearing a Cytocidal Cyclin G1 Construct (Rexin-G) as Intervention for Locally Advanced and Metastatic Pancreatic Cancer Refractory to Standard Chemotherapy,2005-07-15,2007-07,TERMINATED,gene_therapy,Mayo Clinic,44.02163,-92.4699
NCT06270719,"Sarepta Therapeutics, Inc.",A Long-term Multicenter Prospective Observational Study Evaluating the Comparative Effectiveness and Safety of Sarepta Gene Transfer Therapy vs. Standard of Care in Participants With Duchenne Muscular Dystrophy Under Conditions of Routine Clinical Practice,2024-01-24,2038-12-31,RECRUITING,gene_therapy,Nicklaus Children's Hospital,25.77427,-80.19366
NCT03562494,Neurocrine Biosciences,"A Randomized, Sham Surgery Controlled, Double-blind, Multi-center, Phase 1 Clinical Trial, Evaluating the Safety of VY-AADC02 in Moderate to Advanced Parkinson's Disease Patients With Motor Fluctuations",2018-05-16,2024-10-30,COMPLETED,gene_therapy,NYU Langone Health,40.71427,-74.00597
NCT04680065,"Brain Neurotherapy Bio, Inc.","Randomized, Double-Blind, Placebo-controlled Safety Study of Glial Cell Line-Derived Neurotrophic Factor Gene Transfer (AAV2-GDNF) in Multiple System Atrophy",2020-12-15,2028-12,RECRUITING,gene_therapy,NYU Langone Health,40.71427,-74.00597
NCT01161576,Weill Medical College of Cornell University,Direct CNS Administration of a Replication Deficient Adeno-associated Virus Gene Transfer Vector Serotype rh.10 Expressing the Human CLN2 cDNA to Children With Late Infantile Neuronal Ceroid Lipofuscinosis (LINCL),2010-03-22,2020-12-31,COMPLETED,gene_therapy,Weill Cornell Medicine,40.71427,-74.00597
NCT02193191,Memorial Sloan Kettering Cancer Center,Safety and Efficacy Trial of Escalation of Plerixafor for Mobilization of CD34+ Hematopoietic Progenitor Cells and Evaluation of Globin Gene Transfer in Patients With Sickle Cell Disease,2014-07-15,2025-07,ACTIVE_NOT_RECRUITING,gene_therapy,Weill Cornell Medicine,40.71427,-74.00597
NCT03767348,Replimune Inc.,"An Open-Label, Multicenter, Phase 1/2 Study of RP1 as a Single Agent and in Combination With PD1 Blockade in Patients With Solid Tumors",2018-12-05,2028-12,RECRUITING,gene_therapy,Weill Cornell Medicine,40.71427,-74.00597
NCT03612869,LYSOGENE,"Open-label, Single-arm, Multi-center Study of Intracerebral Administration of Adeno-associated Viral (AAV) Serotype rh.10 Carrying Human N-sulfoglucosamine Sulfohydrolase (SGSH) cDNA for Treatment of Mucopolysaccharidosis Type IIIA",2018-07-04,2022-03,UNKNOWN,gene_therapy,Weill Cornell Medicine,40.71427,-74.00597
NCT05603312,MeiraGTx UK II Ltd,"A Randomized, Double-Blind, Sham-Controlled Study to Evaluate the Safety and Tolerability of Glutamic Acid Decarboxylase Gene Transfer to the Subthalamic Nuclei in Participants With Parkinson's Disease",2022-10-12,2024-09-06,COMPLETED,gene_therapy,Weill Cornell Medicine,40.71427,-74.00597
NCT06297486,"Spark Therapeutics, Inc.","A Phase 3, Single-arm, Open-label, Multicenter Study of the Safety and Efficacy of Dirloctocogene Samoparvovec (SPK 8011, Adeno-associated Viral Vector With B-domain Deleted Human Factor VIII Gene) in Adults With Severe or Moderately Severe Hemophilia A",2024-02-29,2035-09-04,WITHDRAWN,gene_therapy,Weill Cornell Medicine,40.71427,-74.00597
NCT06228924,Tenaya Therapeutics,"First-in-Human, Open-Label, Safety, Tolerability, Dose-Finding, Pharmacodynamic and Cardiac Transgene Expression Study of TN-401, a Recombinant Adeno-associated Virus Serotype 9 (AAV9) Containing Plakophilin-2 (PKP2) Transgene, in Adults With PKP2 Mutation-Associated Arrhythmogenic Right Ventricular Cardiomyopathy (ARVC)",2024-01-18,2029-10-01,RECRUITING,gene_therapy,NYU Langone Health,40.71427,-74.00597
NCT01174095,Weill Medical College of Cornell University,A Post Ten Year Follow up Assessment of a Phase I Trial of Angiogenic Gene Therapy for the Treatment of Coronary Artery Disease Using Direct Intramyocardial Administration of an Adenovirus Vector Expressing the VEGF121 cDNA,2010-07-30,2012-05,COMPLETED,gene_therapy,Weill Cornell Medicine,40.71427,-74.00597
NCT06051695,A2 Biotherapeutics Inc.,"A Seamless Phase 1/2 Study to Evaluate the Safety and Efficacy of A2B694, an Autologous Logic-gated Tmod™ CAR T, in Heterozygous HLA-A*02 Adults with Recurrent Unresectable, Locally Advanced, or Metastatic Solid Tumors That Express MSLN and Have Lost HLA-A*02 Expression",2023-09-18,2029-06,RECRUITING,gene_therapy,NYU Langone Health,40.71427,-74.00597
NCT05894343,MeiraGTx UK II Ltd,Long-term Follow-up of Glutamic Acid Decarboxylase Gene Transfer to the Subthalamic Nuclei in Participants With Parkinson's Disease,2023-05-30,2029-10,ENROLLING_BY_INVITATION,gene_therapy,Weill Cornell Medicine,40.71427,-74.00597
NCT01414985,Weill Medical College of Cornell University,Direct CNS Administration of a Replication Deficient Adeno-associated Virus Gene Transfer Vector Serotype rh.10 Expressing the Human CLN2 cDNA to Children With LINCL With Uncommon Genotypes and/or Moderate to Severe Impairment,2010-12-13,2017-02-08,COMPLETED,gene_therapy,Weill Cornell Medicine,40.71427,-74.00597
NCT06682793,A2 Biotherapeutics Inc.,"A Seamless Phase 1/2 Study to Evaluate the Safety and Efficacy of A2B395, an Allogeneic Logic-gated Tmod™ CAR T, in Heterozygous HLA-A*02 Adults with Recurrent Unresectable, Locally Advanced, or Metastatic Solid Tumors That Express EGFR and Have Lost HLA-A*02 Expression",2024-11-07,2030-03-31,NOT_YET_RECRUITING,gene_therapy,NYU Langone Health,40.71427,-74.00597
NCT03734588,"Spark Therapeutics, Inc.",Dose-finding Study of SPK-8016 Gene Therapy in Patients With Hemophilia A to Support Evaluation in Individuals With FVIII Inhibitors,2018-11-06,2023-01-19,COMPLETED,gene_therapy,Weill Cornell Medicine,40.71427,-74.00597
NCT03634007,Lexeo Therapeutics,"A 52-Week, Multicenter, Phase 1/2 Open-label Study to Evaluate the Safety of LX1001 in Participants With APOE4 Homozygote Alzheimer's Disease",2018-08-03,2024-11-07,COMPLETED,gene_therapy,Weill Cornell Medicine,40.71427,-74.00597
NCT05302271,Weill Medical College of Cornell University,Phase IA and IB Study of AAVrh.10hFXN Gene Therapy for the Cardiomyopathy of Friedreich's Ataxia,2022-03-21,2029-12-31,RECRUITING,gene_therapy,Weill Cornell Medicine,40.71427,-74.00597
NCT04126005,Aspa Therapeutics,A Combination Retrospective Medical History and Prospective Observational Study of Patients With Canavan Disease for Assessment of Natural History of Canavan Disease,2019-10-10,2026-04-30,RECRUITING,gene_therapy,NYU Langone Health,40.71427,-74.00597
NCT05881408,"Sarepta Therapeutics, Inc.","A Phase 3, Multinational, Randomized, Double-Blind, Placebo-Controlled Systemic Gene Transfer Therapy Study to Evaluate the Safety and Efficacy of SRP- 9001 in Non-Ambulatory and Ambulatory Subjects With Duchenne Muscular Dystrophy (ENVISION)",2023-05-19,2028-06-30,RECRUITING,gene_therapy,Rady Children's Hospital,32.71533,-117.15726
NCT04398628,American Thrombosis and Hemostasis Network,"ATHN Transcends: A Natural History Cohort Study of the Safety, Effectiveness, and Practice of Treatment in People With Non-Neoplastic Hematologic Disorders",2020-05-11,2035-12,RECRUITING,gene_therapy,Rady Children's Hospital,32.71533,-117.15726
NCT03970382,"PACT Pharma, Inc.","A Phase 1a/1b, Open-label First-in-human Study of the Safety, Tolerability and Feasibility of Gene-edited Autologous NeoTCR-T Cells (NeoTCR-P1) Administered as a Single Agent or in Combination With Anti-PD-1 to Patients With Locally Advanced or Metastatic Solid Tumors",2019-05-06,2022-08-12,SUSPENDED,gene_therapy,Rush University Medical Center,41.85003,-87.65005
NCT00051480,GenVec,"A Single Arm, Phase II Study of TNFerade™ Biologic Gene Therapy + Radiation + 5-FU and Cisplatin in Locally Advanced, Resectable, Esophageal Cancer",2003-01-10,unknown,COMPLETED,gene_therapy,Rush University Medical Center,41.85003,-87.65005
NCT05898620,Neurogene Inc.,"A Phase 1/2, Open-Label Clinical Study to Evaluate Safety, Tolerability, and Efficacy of NGN-401 in Pediatric Subjects with Rett Syndrome",2023-06-01,2029-10,RECRUITING,gene_therapy,Rush University Medical Center,41.85003,-87.65005
NCT00087789,Sangamo Therapeutics,"A Phase I, Dose-Escalating Study to Assess the Safety and Tolerability of CERE-110 [Adeno-Associated Virus (AAV)-Based Vector-Mediated Delivery of Beta-Nerve Growth Factor (NGF)] in Subjects With Mild to Moderate Alzheimer's Disease",2004-07-13,2010-05,COMPLETED,gene_therapy,Rush University Medical Center,41.85003,-87.65005
NCT01082094,"Juventas Therapeutics, Inc.",An Open Label Dose Escalation Study to Evaluate the Safety of a Single Escalating Dose of ACRX-100 Administered by Endomyocardial Injection to Cohorts of Adults With Ischemic Heart Failure,2010-03-04,2012-01,COMPLETED,gene_therapy,Rush University Medical Center,41.85003,-87.65005
NCT00985517,Sangamo Therapeutics,A Phase 1/2 Trial Assessing the Safety and Efficacy of Bilateral Intraputaminal and Intranigral Administration of CERE-120 (Adeno-Associated Virus Serotype 2 [AAV2]-Neurturin [NTN]) in Subjects With Idiopathic Parkinson's Disease,2009-09-25,2017-11-16,COMPLETED,gene_therapy,Rush University Medical Center,41.85003,-87.65005
NCT05606614,"Taysha Gene Therapies, Inc.","REVEAL Adult Study: an Open-label, Randomized, Doseescalation- and Dose-expansion Study of the Safety and Preliminary Efficacy of a Single Intrathecal Administration of TSHA-102, an AAV9-Delivered Gene Therapy, in the Treatment of Adult Females with Rett Syndrome",2022-10-28,2032-01-05,RECRUITING,gene_therapy,Rush University Medical Center,41.85003,-87.65005
NCT00090714,Corautus Genetics,To Find the Best Dose of pVGI.1(VEGF2) to Benefit Angina Patients When Given With an Experimental Injection Catheter,2004-09-02,unknown,UNKNOWN,gene_therapy,Rush University Medical Center,41.85003,-87.65005
NCT01687608,Takeda,"A Phase 1/2 Open-Label, Single Ascending Dose Trial of a Self-Complementing Optimized Adeno-associated Virus Serotype 8 Factor IX Gene Therapy (AskBio009) in Adults With Hemophilia B",2012-08-27,2030-01-17,ACTIVE_NOT_RECRUITING,gene_therapy,Rush University Medical Center,41.85003,-87.65005
